Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,C_a,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio,Fecha
GMEXICOB,GRUPO MEXICO B,Equity,8.27,58.4,"77,343,331.00","4,516,850,530.40","4,516,850,530.40",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,8.23,75.67,"59,390,576.00","4,494,084,885.92","4,494,084,885.92",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
CEMEXCPO,CEMEX CPO,Equity,4.71,7.02,"366,800,689.00","2,574,940,836.78","2,574,940,836.78",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.1,"1,197.99","1,414,445.00","1,694,490,965.55","1,694,490,965.55",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
TLEVISAC,GRUPO TELEVISA,Equity,3.03,27.02,"61,308,381.00","1,656,552,454.62","1,656,552,454.62",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,2.84,170.18,"9,128,225.00","1,553,441,330.50","1,553,441,330.50",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
BIMBOA,GRUPO BIMBO A,Equity,2.62,40.42,"35,411,620.00","1,431,337,680.40","1,431,337,680.40",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
GRUMAB,GRUMA,Equity,2.49,258.81,"5,259,948.00","1,361,327,141.88","1,361,327,141.88",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.22,247.98,"4,901,855.00","1,215,562,002.90","1,215,562,002.90",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.2,35.16,"34,213,600.00","1,202,950,176.00","1,202,950,176.00",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.14,91.8,"12,727,820.00","1,168,413,876.00","1,168,413,876.00",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
PE&OLES,INDUST PENOLES,Equity,2,365.05,"2,986,510.00","1,090,225,475.50","1,090,225,475.50",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
AC,ARCA CONTINENTAL,Equity,1.95,99.83,"10,688,124.00","1,066,995,418.92","1,066,995,418.92",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
ALFAA,ALFA A,Equity,1.75,14.07,"68,073,928.00","957,800,166.96","957,800,166.96",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.59,162.68,"5,343,163.00","869,225,756.84","869,225,756.84",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.57,35.16,"24,425,652.00","858,805,924.32","858,805,924.32",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.55,16.01,"52,795,943.00","845,263,047.43","845,263,047.43",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.53,99.96,"8,336,538.00","833,320,338.48","833,320,338.48",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.48,64.09,"12,600,720.00","807,580,144.80","807,580,144.80",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
CUERVO,BECLE SA DE CV,Equity,0.95,41.81,"12,396,749.00","518,308,075.69","518,308,075.69",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.91,46.1,"10,777,081.00","496,823,434.10","496,823,434.10",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.87,43.21,"11,042,570.00","477,149,449.70","477,149,449.70",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.83,62.99,"7,227,517.00","455,261,295.83","455,261,295.83",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.81,32.7,"13,520,203.00","442,110,638.10","442,110,638.10",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.76,22.96,"17,992,188.00","413,100,636.48","413,100,636.48",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
Q*,QUALITAS CONTROLADORA,Equity,0.7,86.04,"4,429,621.00","381,124,590.84","381,124,590.84",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.55,17.5,"17,300,945.00","302,766,537.50","302,766,537.50",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
ALSEA,ALSEA DE CV,Equity,0.5,22.63,"12,165,591.00","275,307,324.33","275,307,324.33",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.5,57.5,"4,774,773.00","274,549,447.50","274,549,447.50",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
MXN,MXN CASH,Cash,0.37,100,"200,141,010.00","200,141,009.92","200,141,009.92",Liquidez,-,-,-,México,MXN,MXN,1,31/08/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.35,13.97,"13,647,492.00","190,655,463.24","190,655,463.24",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.33,7.18,"24,746,092.00","177,676,940.56","177,676,940.56",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
RA,REGIONAL SAB DE CV,Equity,0.26,54.57,"2,622,923.00","143,132,908.11","143,132,908.11",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/08/2020
AMXL,AMERICA MOVIL L,Equity,14.14,13.88,"540,148,912.00","7,497,266,898.56","7,497,266,898.56",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
WALMEX,WALMART DE MEXICO V,Equity,11.61,53.05,"115,993,551.00","6,153,457,880.55","6,153,457,880.55",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,10.01,124.6,"42,574,169.00","5,304,741,457.40","5,304,741,457.40",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,8.11,76.62,"56,142,193.00","4,301,614,827.66","4,301,614,827.66",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
GMEXICOB,GRUPO MEXICO B,Equity,7.76,56.25,"73,113,754.00","4,112,648,662.50","4,112,648,662.50",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
CEMEXCPO,CEMEX CPO,Equity,5.48,8.38,"346,744,583.00","2,905,719,605.54","2,905,719,605.54",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,3.04,177.49,"9,066,070.00","1,609,136,764.30","1,609,136,764.30",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.02,"1,198.90","1,336,519.00","1,602,352,629.10","1,602,352,629.10",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
TLEVISAC,GRUPO TELEVISA,Equity,2.99,27.32,"57,955,763.00","1,583,351,445.16","1,583,351,445.16",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
BIMBOA,GRUPO BIMBO A,Equity,2.51,41.37,"32,205,943.00","1,332,359,861.91","1,332,359,861.91",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
GRUMAB,GRUMA,Equity,2.25,245.05,"4,873,083.00","1,194,148,989.15","1,194,148,989.15",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.21,256.79,"4,569,345.00","1,173,362,102.55","1,173,362,102.55",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.14,35.1,"32,341,721.00","1,135,194,407.10","1,135,194,407.10",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.05,90.19,"12,030,635.00","1,085,042,970.65","1,085,042,970.65",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
PE&OLES,INDUST PENOLES,Equity,1.9,357.29,"2,822,505.00","1,008,452,811.45","1,008,452,811.45",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
AC,ARCA CONTINENTAL,Equity,1.83,95.77,"10,103,338.00","967,596,680.26","967,596,680.26",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.69,38.74,"23,089,698.00","894,494,900.52","894,494,900.52",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
ALFAA,ALFA A,Equity,1.66,13.71,"64,097,871.00","878,781,811.41","878,781,811.41",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.62,17.23,"49,805,952.00","858,156,552.96","858,156,552.96",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.51,101.55,"7,879,980.00","800,211,969.00","800,211,969.00",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.45,66.63,"11,560,931.00","770,304,832.53","770,304,832.53",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.41,156.37,"4,789,031.00","748,860,777.47","748,860,777.47",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
CUERVO,BECLE SA DE CV,Equity,1.07,45.13,"12,555,150.00","566,613,919.50","566,613,919.50",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,1.03,50.11,"10,866,662.00","544,528,432.82","544,528,432.82",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.89,45.43,"10,423,864.00","473,556,141.52","473,556,141.52",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.82,63.63,"6,840,130.00","435,237,471.90","435,237,471.90",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.81,33.32,"12,910,987.00","430,194,086.84","430,194,086.84",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
SITESB.1,TELESITES B-1,Equity,0.79,19.9,"21,165,563.00","421,194,703.70","421,194,703.70",Comunicación,BD0G5P8,MX01SI080038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
GCC*,GRUPO CEMENTOS,Equity,0.72,103.03,"3,709,748.00","382,215,336.44","382,215,336.44",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.71,21.64,"17,284,282.00","374,031,862.48","374,031,862.48",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
Q*,QUALITAS CONTROLADORA,Equity,0.63,83.39,"3,973,404.00","331,342,159.56","331,342,159.56",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.54,62.86,"4,522,823.00","284,304,653.78","284,304,653.78",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.51,16.56,"16,354,285.00","270,826,959.60","270,826,959.60",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
ALSEA,ALSEA DE CV,Equity,0.46,21.08,"11,447,513.00","241,313,574.04","241,313,574.04",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
MXN,MXN CASH,Cash,0.35,100,"184,362,618.00","184,362,617.81","184,362,617.81",Liquidez,-,-,-,México,MXN,MXN,1,30/09/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.29,6.31,"24,009,921.00","151,502,601.51","151,502,601.51",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/09/2020
AMXL,AMERICA MOVIL L,Equity,13.32,12.91,"509,954,069.00","6,583,507,030.79","6,583,507,030.79",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
WALMEX,WALMART DE MEXICO V,Equity,11.36,51.25,"109,509,724.00","5,612,373,355.00","5,612,373,355.00",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,10.13,94.5,"53,004,296.00","5,008,905,972.00","5,008,905,972.00",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,9.25,113.69,"40,194,841.00","4,569,751,473.29","4,569,751,473.29",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
GMEXICOB,GRUPO MEXICO B,Equity,8.41,60.25,"69,026,657.00","4,158,856,084.25","4,158,856,084.25",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
CEMEXCPO,CEMEX CPO,Equity,5.8,8.76,"327,361,919.00","2,867,690,410.44","2,867,690,410.44",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.07,"1,201.83","1,262,165.00","1,516,907,761.95","1,516,907,761.95",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,3.06,176.53,"8,559,830.00","1,511,066,789.90","1,511,066,789.90",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
TLEVISAC,GRUPO TELEVISA,Equity,2.97,26.83,"54,716,618.00","1,468,046,860.94","1,468,046,860.94",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
BIMBOA,GRUPO BIMBO A,Equity,2.52,40.99,"30,405,627.00","1,246,326,650.73","1,246,326,650.73",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.14,245.02,"4,314,643.00","1,057,173,827.86","1,057,173,827.86",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
GRUMAB,GRUMA,Equity,2.1,225.61,"4,600,979.00","1,038,026,872.19","1,038,026,872.19",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,1.95,31.53,"30,534,286.00","962,746,037.58","962,746,037.58",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,1.85,80.32,"11,358,285.00","912,297,451.20","912,297,451.20",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
PE&OLES,INDUST PENOLES,Equity,1.82,337.76,"2,665,096.00","900,162,824.96","900,162,824.96",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
AC,ARCA CONTINENTAL,Equity,1.78,92.35,"9,538,564.00","880,886,385.40","880,886,385.40",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
ALFAA,ALFA A,Equity,1.74,14.17,"60,515,432.00","857,503,671.44","857,503,671.44",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.65,37.51,"21,799,577.00","817,702,133.27","817,702,133.27",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.57,70.98,"10,914,684.00","774,724,270.32","774,724,270.32",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.49,15.71,"47,022,423.00","738,722,265.33","738,722,265.33",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.44,95.72,"7,440,184.00","712,174,412.48","712,174,412.48",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.27,138.96,"4,521,673.00","628,331,680.08","628,331,680.08",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
CUERVO,BECLE SA DE CV,Equity,1.07,44.53,"11,853,533.00","527,837,824.49","527,837,824.49",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.9,43.12,"10,259,813.00","442,403,136.56","442,403,136.56",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.88,67.29,"6,458,077.00","434,564,001.33","434,564,001.33",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.84,34.08,"12,189,595.00","415,421,397.60","415,421,397.60",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
SITESB.1,TELESITES B-1,Equity,0.79,19.58,"19,983,018.00","391,267,492.44","391,267,492.44",Comunicación,BD0G5P8,MX01SI080038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.78,39.28,"9,841,688.00","386,581,504.64","386,581,504.64",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
GCC*,GRUPO CEMENTOS,Equity,0.76,106.81,"3,502,506.00","374,102,665.86","374,102,665.86",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
Q*,QUALITAS CONTROLADORA,Equity,0.64,84.71,"3,751,924.00","317,825,482.04","317,825,482.04",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.62,18.81,"16,318,471.00","306,950,439.51","306,950,439.51",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.55,17.54,"15,440,680.00","270,829,527.20","270,829,527.20",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.49,57.09,"4,270,494.00","243,802,502.46","243,802,502.46",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
ALSEA,ALSEA DE CV,Equity,0.4,18.25,"10,807,594.00","197,238,590.50","197,238,590.50",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
MXN,MXN CASH,Cash,0.36,100,"177,727,953.00","177,727,953.47","177,727,953.47",Liquidez,-,-,-,México,MXN,MXN,1,30/10/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.23,4.99,"22,668,385.00","113,115,241.15","113,115,241.15",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/10/2020
AMXL,AMERICA MOVIL L,Equity,13.78,15.12,"470,368,668.00","7,111,974,260.16","7,111,974,260.16",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,10.48,145.95,"37,075,545.00","5,411,175,792.75","5,411,175,792.75",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
WALMEX,WALMART DE MEXICO V,Equity,10.42,53.25,"101,009,435.00","5,378,752,413.75","5,378,752,413.75",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,9.58,101.19,"48,890,517.00","4,947,231,415.23","4,947,231,415.23",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GMEXICOB,GRUPO MEXICO B,Equity,9.05,73.34,"63,668,478.00","4,669,446,176.52","4,669,446,176.52",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
CEMEXCPO,CEMEX CPO,Equity,5.38,9.2,"301,950,676.00","2,777,946,219.20","2,777,946,219.20",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
TLEVISAC,GRUPO TELEVISA,Equity,3.17,32.42,"50,470,103.00","1,636,240,739.26","1,636,240,739.26",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,3.17,206.92,"7,896,150.00","1,633,871,358.00","1,633,871,358.00",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
ELEKTRA,GRUPO ELEKTRA,Equity,2.92,"1,293.83","1,164,687.00","1,506,906,981.21","1,506,906,981.21",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
BIMBOA,GRUPO BIMBO A,Equity,2.32,42.76,"28,045,415.00","1,199,221,945.40","1,199,221,945.40",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.32,300.71,"3,980,030.00","1,196,834,821.30","1,196,834,821.30",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,1.85,91.06,"10,476,835.00","954,020,595.10","954,020,595.10",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
GRUMAB,GRUMA,Equity,1.83,222.37,"4,244,251.00","943,794,094.87","943,794,094.87",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,1.75,32.06,"28,164,741.00","902,961,596.46","902,961,596.46",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
ALFAA,ALFA A,Equity,1.72,15.91,"55,818,695.00","888,075,437.45","888,075,437.45",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/11/2020
