Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,C_a,ISIN,Bolsa de valores,Ubicación,Moneda,Mercado de divisas,Tipo de Cambio,Fecha
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.76,21.49,"59,441,550.00","1,277,398,909.50","1,277,398,909.50",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.73,88.76,"14,143,883.00","1,255,411,055.08","1,255,411,055.08",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.68,203.86,"5,996,206.00","1,222,386,555.16","1,222,386,555.16",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
GRUMAB,GRUMA,Equity,1.68,200.8,"6,086,372.00","1,222,143,497.60","1,222,143,497.60",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.67,44.21,"27,416,516.00","1,212,084,172.36","1,212,084,172.36",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
ALFAA,ALFA A,Equity,1.51,14.14,"77,753,590.00","1,099,435,762.60","1,099,435,762.60",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,1.16,68.13,"12,402,870.00","845,007,533.10","845,007,533.10",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
PE&OLES,INDUST PENOLES,Equity,0.91,197.37,"3,351,332.00","661,452,396.84","661,452,396.84",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
ALSEA,ALSEA DE CV,Equity,0.86,45.76,"13,685,387.00","626,243,309.12","626,243,309.12",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.83,31.16,"19,419,618.00","605,115,296.88","605,115,296.88",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.81,21.28,"27,837,884.00","592,390,171.52","592,390,171.52",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.79,70.31,"8,132,057.00","571,764,927.67","571,764,927.67",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.74,99.84,"5,369,850.00","536,125,824.00","536,125,824.00",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.72,43.52,"12,096,692.00","526,448,035.84","526,448,035.84",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
CUERVO,BECLE SA DE CV,Equity,0.67,35.04,"13,914,078.00","487,549,293.12","487,549,293.12",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.62,22.38,"20,238,033.00","452,927,178.54","452,927,178.54",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
GCC*,GRUPO CEMENTOS,Equity,0.59,97.92,"4,405,616.00","431,397,918.72","431,397,918.72",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.57,27.09,"15,363,779.00","416,204,773.11","416,204,773.11",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
RA,REGIONAL SAB DE CV,Equity,0.44,108.21,"2,942,966.00","318,458,350.86","318,458,350.86",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
MXN,MXN CASH,Cash,0.27,100,"198,458,917.00","198,458,917.44","198,458,917.44",Liquidez,-,-,-,México,MXN,MXN,1,31/01/2020
ALPEKA,ALPEK SA DE CV,Equity,0.25,17.72,"10,361,591.00","183,607,392.52","183,607,392.52",Materiales,B85H8C9,MX01AL0C0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/01/2020
AMXL,AMERICA MOVIL L,Equity,14.46,15.52,"630,936,400.00","9,792,132,928.00","9,792,132,928.00",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,11.81,159.21,"50,253,784.00","8,000,904,950.64","8,000,904,950.64",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
WALMEX,WALMART DE MEXICO V,Equity,11.16,55.2,"136,916,984.00","7,557,817,516.80","7,557,817,516.80",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,10.43,106.64,"66,268,691.00","7,066,893,208.24","7,066,893,208.24",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GMEXICOB,GRUPO MEXICO B,Equity,5.92,46.42,"86,302,404.00","4,006,157,593.68","4,006,157,593.68",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
CEMEXCPO,CEMEX CPO,Equity,3.83,6.34,"409,291,895.00","2,594,910,614.30","2,594,910,614.30",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
TLEVISAC,GRUPO TELEVISA,Equity,3.72,36.83,"68,409,973.00","2,519,539,305.59","2,519,539,305.59",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,3.21,213.66,"10,185,618.00","2,176,259,141.88","2,176,259,141.88",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.09,"1,327.58","1,577,338.00","2,094,042,382.04","2,094,042,382.04",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.62,324.89,"5,467,903.00","1,776,467,005.67","1,776,467,005.67",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.28,108.98,"14,199,732.00","1,547,486,793.36","1,547,486,793.36",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.1,37.27,"38,174,865.00","1,422,777,218.55","1,422,777,218.55",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
AC,ARCA CONTINENTAL,Equity,1.9,107.99,"11,925,663.00","1,287,852,347.37","1,287,852,347.37",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.84,21.12,"59,088,554.00","1,247,950,260.48","1,247,950,260.48",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.78,85.62,"14,059,897.00","1,203,808,381.14","1,203,808,381.14",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.78,129.27,"9,301,189.00","1,202,364,702.03","1,202,364,702.03",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
BIMBOA,GRUPO BIMBO A,Equity,1.75,29.69,"40,025,726.00","1,188,363,804.94","1,188,363,804.94",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.69,192.13,"5,960,632.00","1,145,216,226.16","1,145,216,226.16",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GRUMAB,GRUMA,Equity,1.69,189.06,"6,050,308.00","1,143,871,230.48","1,143,871,230.48",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.55,38.49,"27,253,738.00","1,048,996,375.62","1,048,996,375.62",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
ALFAA,ALFA A,Equity,1.43,12.57,"77,291,814.00","971,558,101.98","971,558,101.98",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.98,54.03,"12,329,272.00","666,150,566.16","666,150,566.16",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.88,30.7,"19,304,272.00","592,641,150.40","592,641,150.40",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
PE&OLES,INDUST PENOLES,Equity,0.87,177.44,"3,331,438.00","591,130,358.72","591,130,358.72",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
ALSEA,ALSEA DE CV,Equity,0.8,39.92,"13,604,145.00","543,077,468.40","543,077,468.40",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.79,65.9,"8,083,841.00","532,725,121.90","532,725,121.90",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.77,18.89,"27,672,558.00","522,734,620.62","522,734,620.62",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.74,41.58,"12,024,858.00","499,993,595.64","499,993,595.64",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.72,91.81,"5,338,000.00","490,081,780.00","490,081,780.00",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
GCC*,GRUPO CEMENTOS,Equity,0.63,97.98,"4,379,450.00","429,098,511.00","429,098,511.00",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
CUERVO,BECLE SA DE CV,Equity,0.61,29.97,"13,831,464.00","414,528,976.08","414,528,976.08",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.59,19.92,"20,117,885.00","400,748,269.20","400,748,269.20",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.57,25.19,"15,272,541.00","384,715,307.79","384,715,307.79",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
RA,REGIONAL SAB DE CV,Equity,0.47,109.43,"2,925,522.00","320,139,872.46","320,139,872.46",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
MXN,MXN CASH,Cash,0.3,100,"203,859,537.00","203,859,537.37","203,859,537.37",Liquidez,-,-,-,México,MXN,MXN,1,28/02/2020
ALPEKA,ALPEK SA DE CV,Equity,0.2,13.32,"10,300,047.00","137,196,626.04","137,196,626.04",Materiales,B85H8C9,MX01AL0C0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,28/02/2020
AMXL,AMERICA MOVIL L,Equity,15.63,14.05,"679,907,437.00","9,552,699,489.85","9,552,699,489.85",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
WALMEX,WALMART DE MEXICO V,Equity,13.46,55.75,"147,543,988.00","8,225,577,331.00","8,225,577,331.00",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,12.69,143.22,"54,154,256.00","7,755,972,544.32","7,755,972,544.32",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,7.59,65,"71,411,611.00","4,641,754,715.00","4,641,754,715.00",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
GMEXICOB,GRUPO MEXICO B,Equity,6.66,43.74,"93,000,930.00","4,067,860,678.20","4,067,860,678.20",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.9,"1,404.03","1,699,546.00","2,386,213,570.38","2,386,213,570.38",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
CEMEXCPO,CEMEX CPO,Equity,3.56,4.93,"441,059,610.00","2,174,423,877.30","2,174,423,877.30",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
TLEVISAC,GRUPO TELEVISA,Equity,3.29,27.3,"73,719,656.00","2,012,546,608.80","2,012,546,608.80",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
BIMBOA,GRUPO BIMBO A,Equity,2.43,34.48,"43,131,846.00","1,487,186,050.08","1,487,186,050.08",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.42,35.92,"41,137,136.00","1,477,645,925.12","1,477,645,925.12",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.39,95.65,"15,300,877.00","1,463,528,885.05","1,463,528,885.05",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,2.29,127.39,"10,976,151.00","1,398,251,875.89","1,398,251,875.89",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.15,223.36,"5,891,812.00","1,315,995,128.32","1,315,995,128.32",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
AC,ARCA CONTINENTAL,Equity,2.01,95.61,"12,851,134.00","1,228,696,921.74","1,228,696,921.74",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
GRUMAB,GRUMA,Equity,1.94,181.67,"6,518,772.00","1,184,265,309.24","1,184,265,309.24",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.8,72.67,"15,150,858.00","1,101,012,850.86","1,101,012,850.86",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.78,17.04,"63,673,900.00","1,085,003,256.00","1,085,003,256.00",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.67,159.19,"6,422,731.00","1,022,434,547.89","1,022,434,547.89",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.31,80.17,"10,022,980.00","803,542,306.60","803,542,306.60",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.25,26.09,"29,368,191.00","766,216,103.19","766,216,103.19",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,1.01,46.57,"13,285,295.00","618,696,188.15","618,696,188.15",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
PE&OLES,INDUST PENOLES,Equity,0.93,157.88,"3,589,857.00","566,766,623.16","566,766,623.16",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
MEGAC,MEGACABLE HOLDINGS CPO,Equity,0.92,64.88,"8,710,157.00","565,114,986.16","565,114,986.16",Comunicación,B292SM8,MX01ME090003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
ALFAA,ALFA A,Equity,0.87,6.4,"83,290,190.00","533,057,216.00","533,057,216.00",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.77,36.24,"12,957,967.00","469,596,724.08","469,596,724.08",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
CUERVO,BECLE SA DE CV,Equity,0.71,28.99,"14,904,603.00","432,084,440.97","432,084,440.97",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
BBAJIOO,BANCO DEL BAJIO INSTITUCION DE BAN,Equity,0.7,20.48,"20,802,593.00","426,037,104.64","426,037,104.64",Financieros,BYSX0F3,MX41BB000000,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
LABB,GENOMMA LAB INTERNATIONAL,Equity,0.67,18.87,"21,678,583.00","409,074,861.21","409,074,861.21",Cuidado de la Salud,B3B1C73,MX01LA010006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
GCC*,GRUPO CEMENTOS,Equity,0.54,69.95,"4,719,341.00","330,117,902.95","330,117,902.95",Materiales,2946663,MX01GC2M0006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
LIVEPOLC.1,EL PUERTO DE LIVERPOOL C1,Equity,0.49,51.77,"5,751,725.00","297,766,803.25","297,766,803.25",Consumo discrecional,2306814,MXP369181377,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
MXN,MXN CASH,Cash,0.46,100,"281,598,487.00","281,598,486.86","281,598,486.86",Liquidez,-,-,-,México,MXN,MXN,1,31/03/2020
GENTERA*,GENTERA SAB DE CV,Equity,0.44,9.06,"29,820,109.00","270,170,187.54","270,170,187.54",Financieros,BHWQZW1,MX01GE0E0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
BSMXB,BANCO SANTANDER B SA,Equity,0.42,15.64,"16,457,704.00","257,398,490.56","257,398,490.56",Financieros,BF1FXN2,MX41BS060005,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
ALSEA,ALSEA DE CV,Equity,0.36,15.18,"14,659,462.00","222,530,633.16","222,530,633.16",Consumo discrecional,2563017,MXP001391012,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
RA,REGIONAL SAB DE CV,Equity,0.32,62.49,"3,152,116.00","196,975,728.84","196,975,728.84",Financieros,BG1Z6X0,MX01R0000006,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
ALPEKA,ALPEK SA DE CV,Equity,0.15,8.45,"11,099,491.00","93,790,698.95","93,790,698.95",Materiales,B85H8C9,MX01AL0C0004,Bolsa Mexicana De Valores,México,MXN,MXN,1,31/03/2020
AMXL,AMERICA MOVIL L,Equity,15.28,14.6,"704,630,957.00","10,287,611,972.20","10,287,611,972.20",Comunicación,2667470,MXP001691213,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
WALMEX,WALMART DE MEXICO V,Equity,13.17,57.97,"152,910,638.00","8,864,229,684.86","8,864,229,684.86",Productos básicos de consumo,BW1YVH8,MX01WA000038,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
FEMSAUBD,FOMENTO ECONOMICO MEXICANO,Equity,12.99,155.77,"56,124,112.00","8,742,452,926.24","8,742,452,926.24",Productos básicos de consumo,2242059,MXP320321310,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
GMEXICOB,GRUPO MEXICO B,Equity,7.36,51.4,"96,383,566.00","4,954,115,292.40","4,954,115,292.40",Materiales,2643674,MXP370841019,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
GFNORTEO,GPO FINANCE BANORTE,Equity,7.25,65.91,"74,010,367.00","4,878,023,288.97","4,878,023,288.97",Financieros,2421041,MXP370711014,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
ELEKTRA,GRUPO ELEKTRA,Equity,3.62,"1,385.07","1,761,799.00","2,440,214,940.93","2,440,214,940.93",Financieros,2967084,MX01EL000003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
CEMEXCPO,CEMEX CPO,Equity,3.44,5.07,"457,102,505.00","2,317,509,700.35","2,317,509,700.35",Materiales,2406457,MXP225611567,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
TLEVISAC,GRUPO TELEVISA,Equity,2.91,25.61,"76,401,185.00","1,956,634,347.85","1,956,634,347.85",Comunicación,2380108,MXP4987V1378,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Equity,2.54,150.6,"11,375,360.00","1,713,129,216.00","1,713,129,216.00",Industriales,B0ZV104,MX01GA000004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
BIMBOA,GRUPO BIMBO A,Equity,2.36,35.59,"44,700,868.00","1,590,903,892.12","1,590,903,892.12",Productos básicos de consumo,2392471,MXP495211262,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
GRUMAB,GRUMA,Equity,2.3,228.79,"6,757,565.00","1,546,063,296.35","1,546,063,296.35",Productos básicos de consumo,2392545,MXP4948K1056,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,Equity,2.29,97.1,"15,859,497.00","1,539,957,158.70","1,539,957,158.70",Productos básicos de consumo,BHHP0S4,MX01KO000002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Equity,2.19,241.39,"6,107,111.00","1,474,195,524.29","1,474,195,524.29",Industriales,2639349,MXP001661018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,Equity,2.16,34.04,"42,634,942.00","1,451,293,425.68","1,451,293,425.68",Productos básicos de consumo,2491914,MXP606941179,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
AC,ARCA CONTINENTAL,Equity,1.84,92.83,"13,318,890.00","1,236,392,558.70","1,236,392,558.70",Productos básicos de consumo,2823885,MX01AC100006,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
IENOVA*,INFRAESTRUCTURA ENERGETICA NOVA,Equity,1.74,74.74,"15,702,213.00","1,173,583,399.62","1,173,583,399.62",Servicios,B84XBP2,MX01IE060002,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
PINFRA,PROMOTORA Y OPERADORA DE INFRAESTR,Equity,1.66,167.43,"6,657,483.00","1,114,662,378.69","1,114,662,378.69",Industriales,2393388,MX01PI000005,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Equity,1.42,14.5,"65,931,140.00","956,001,530.00","956,001,530.00",Financieros,2822398,MXP370641013,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,Equity,1.35,87.8,"10,387,784.00","912,047,435.20","912,047,435.20",Industriales,B1KFX13,MX01OM000018,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
ORBIA,ORBIA ADVANCE CORP SA DE CV,Equity,1.29,28.44,"30,438,325.00","865,665,963.00","865,665,963.00",Materiales,BH3T8K8,MX01OR010004,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
ALFAA,ALFA A,Equity,1.26,9.86,"86,319,680.00","851,112,044.80","851,112,044.80",Industriales,2043423,MXP000511016,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
PE&OLES,INDUST PENOLES,Equity,1.03,186.08,"3,720,718.00","692,351,205.44","692,351,205.44",Materiales,2448200,MXP554091415,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
GCARSOA1,GRUPO CARSO SERIES A1,Equity,0.99,48.25,"13,768,811.00","664,345,130.75","664,345,130.75",Industriales,2393452,MXP461181085,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
BOLSAA,BOLSA MEXICANA DE VALORES,Equity,0.87,43.78,"13,429,742.00","587,954,104.76","587,954,104.76",Financieros,B39VVF6,MX01BM1B0000,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
CUERVO,BECLE SA DE CV,Equity,0.85,36.97,"15,447,576.00","571,096,884.72","571,096,884.72",Productos básicos de consumo,BYM4063,MX01CU010003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
VESTA*,CORPORACION INMOBILIARIA VESTA,Equity,0.83,33.03,"16,847,966.00","556,488,316.98","556,488,316.98",Inmobiliario,B8F6ZF8,MX01VE0M0003,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
Q*,QUALITAS CONTROLADORA,Equity,0.81,99.36,"5,518,365.00","548,304,746.40","548,304,746.40",Financieros,BYMXF65,MX01Q0000008,Bolsa Mexicana De Valores,México,MXN,MXN,1,30/04/2020
